week_start,D_tomaten,D_salat,D_gurken,D_paprika
2025-12-29,58.87912087912088,64.37912087912085,51.379120879120855,52.379120879120855
2026-01-05,64.55265211903762,74.0526521190376,49.05265211903762,79.05265211903763
2026-01-12,63.63690120328671,73.13690120328668,48.136901203286705,78.13690120328671
2026-01-19,66.12774369412921,75.62774369412918,50.627743694129194,80.62774369412921
2026-01-26,63.929941496327004,73.42994149632698,48.429941496327,78.429941496327
2026-02-02,65.7930402930403,70.29304029304024,57.79304029304028,62.79304029304029
2026-02-09,66.15934065934067,70.6593406593406,58.15934065934064,63.15934065934066
2026-02-16,67.478021978022,71.97802197802193,59.478021978021964,64.47802197802199
2026-02-23,67.55128205128207,72.051282051282,59.55128205128204,64.55128205128206
2026-03-02,71.79120879120885,72.29120879120876,43.29120879120879,48.2912087912088
2026-03-09,70.6556776556777,71.15567765567764,42.15567765567766,47.15567765567767
2026-03-16,71.93772893772899,72.4377289377289,43.437728937728934,48.43772893772895
2026-03-23,69.22710622710628,69.72710622710619,40.727106227106226,45.72710622710624
